user_id,full_name,email,phone_number,role,assigned_team,access_level,created_at,last_login,team_user_count,workload_hours,created_month,activity_status
979ab991-5c53-493d-b047-3e1e0db523b7,Nicole Rich,not_provided@example.com,281.352.3721,2,1,1,2025-01-12 22:38:45.718910,,84,4,1,Inactive
28790aff-21cb-4c14-bf47-8cf5fe533759,Robert Winters,jessicawilliams@example.com,000-000-0000,2,4,2,2025-02-28 11:10:30.455978,2025-01-24 13:23:11.297187,59,4,2,Active
4f9f69a0-eec7-4494-961c-08a90955c095,Christopher Christensen,jroberts@example.net,669.966.5734,0,6,1,2025-03-02 02:26:41.787891,2025-02-19 18:34:20.839232,70,5,3,Inactive
96eeffb6-4cbd-43da-960d-d935eca24b99,Diana Faulkner,alison38@example.com,364-983-0720,2,2,0,2025-02-28 20:16:37.091151,,87,4,2,Active
1d8b30a8-96cc-4ea1-bdb2-067988bf60bd,Jonathan Wilson,jennifergordon@example.net,+1-358-507-8415,4,5,2,2025-03-06 04:47:42.667361,2025-02-26 08:40:26.753405,73,6,3,Inactive
78872c63-5bad-45aa-8bd6-83eb43e52cbf,Unknown,brandon57@example.com,466-562-8351x1417,1,0,0,2025-01-15 10:13:17.406183,2025-03-02 04:11:14.416843,75,8,1,Inactive
12c1a6f1-33ce-4575-855f-2b1b7d1f3c22,Christian Dickerson,millerchristian@example.com,+1-970-221-1056x353,1,1,0,2025-01-02 13:06:58.406607,2025-01-21 16:07:07.410919,84,8,1,Active
ae2a6c1d-8b30-41ad-8088-f724f96fb65a,Marc Baker,rebeccamedina@example.com,465-208-7064x38943,3,1,0,2025-02-20 20:07:56.974792,2025-03-10 13:14:12.248701,84,7,2,Inactive
61c7bf54-94d6-4b4f-9044-ebf47288de17,Tonya Johnston,hannah99@example.com,900-362-3792,2,3,0,2025-03-19 13:14:48.313698,2025-02-07 10:53:43.335016,52,4,3,Active
30578cb3-41fc-4df4-a0cf-bd00972b5368,Brittany Bell,diazdarlene@example.org,220.770.4271x1967,1,4,2,2025-03-03 16:25:23.937035,2025-02-25 22:08:50.635163,59,8,3,Active
0074883c-9511-4e18-a0d7-aa42afd69a33,Unknown,david35@example.com,001-835-929-4712,0,0,0,2025-02-05 03:31:06.686169,2025-02-27 08:28:10.208386,75,5,2,Active
e160ceba-439c-4c77-8f9f-051895ca1b8f,Amber Moran,lauren20@example.net,000-000-0000,2,2,0,2025-01-23 04:28:52.068460,2025-01-06 22:39:03.250728,87,4,1,Inactive
add7f431-46a8-41ee-b897-2544dcde0342,Robert Fox,bishopsarah@example.com,428.903.1801x5180,4,4,2,2025-03-08 06:58:26.922681,,59,6,3,Active
7d25e9e5-16e7-4a36-b2f4-78bcaf7d7317,Christine Robinson,careysteven@example.com,7353300403,3,4,1,2025-01-21 04:20:44.123294,2025-01-23 15:42:33.656338,59,7,1,Inactive
25c73dc3-97ec-454e-9526-bf52b47d4730,Barbara Lee,uvillegas@example.com,279-241-1936x97357,0,1,1,2025-01-16 04:07:08.687539,2025-02-26 18:58:22.752480,84,5,1,Inactive
f081ab3b-2dd4-4c3f-8ef4-f2c5a4237c0a,Lori Alvarez,jamesmartinez@example.net,547-387-1594,4,0,0,2025-03-14 05:38:27.578209,2025-01-24 17:50:00.741559,75,6,3,Inactive
122c08d2-c33a-4bac-93c4-fc8f11656991,Unknown,bmendoza@example.com,+1-307-935-3224x844,3,5,0,2025-01-07 22:38:22.713763,2025-02-24 06:35:00.950577,73,7,1,Active
704913a0-93f5-4570-ae3f-9cc8db76715c,Tammy Knight,allenkathy@example.org,(716)558-5827x301,4,1,1,2025-02-22 08:07:17.852310,2025-03-02 16:08:38.575942,84,6,2,Inactive
b21a9844-98dc-4a16-afa3-bf09556db71c,Maurice Francis,jennifermatthews@example.com,001-230-294-4035,0,4,1,2025-01-09 03:35:35.775386,2025-02-20 10:34:06.638648,59,5,1,Inactive
aeb0512e-c67d-4c0b-a613-253b4b2235d7,Sandra Doyle,melissalove@example.org,001-481-723-9315x69027,3,4,2,2025-01-04 01:42:00.504471,2025-02-15 07:05:56.715269,59,7,1,Inactive
84f602e6-f87c-4010-9f56-0da97b656905,Bonnie Wilson,deborah59@example.net,001-701-605-5447x7865,0,0,2,2025-02-10 04:10:43.364147,2025-01-17 18:56:51.715883,75,5,2,Inactive
2ca76e0f-1260-42ae-aa19-8fdbd15d2c80,Jeremy Herman,bmarks@example.org,001-723-510-3448,1,2,0,2025-01-17 00:50:52.085609,,87,8,1,Active
9bfee5ba-0985-418a-8d53-405edb8da92f,Autumn Harris,andrea19@example.com,001-895-929-8468x5312,2,2,2,2025-01-20 23:25:24.690684,2025-01-20 22:22:31.043703,87,4,1,Active
3b127029-4eb4-46f2-b05a-dfe336d546d3,Gordon Kerr,taylorcontreras@example.org,366-327-3186,0,1,1,2025-02-20 21:29:47.847183,2025-02-17 20:19:15.456043,84,5,2,Active
65b6cc8a-6135-4ac9-aeab-b7025833fb82,Leonard Patel,michael78@example.org,001-476-581-4092x454,1,2,1,2025-01-21 11:08:47.454135,2025-01-18 10:50:27.421837,87,8,1,Active
2a640bdd-dd2f-4088-8602-b4fc90b7ae7b,Kevin Schmidt,timothymorgan@example.org,001-610-577-5230x4402,3,2,2,2025-02-22 14:49:46.348643,,87,7,2,Inactive
99202fc8-eb54-4704-b564-2d6f1b16398f,James Collins,donaldbrown@example.org,(737)238-8717x81139,0,5,0,2025-01-08 13:46:14.553245,2025-02-11 09:12:08.083621,73,5,1,Inactive
d5d4dda4-30de-49b9-8f0c-8994fe40f7ce,Christopher Robinson,brooksmaria@example.net,(714)223-1312x2541,0,5,0,2025-03-04 10:33:08.031548,2025-02-21 19:54:36.733301,73,5,3,Active
19d11095-1608-4cc5-a557-0acf9c187d8f,Kenneth Jimenez,rochachristopher@example.com,000-000-0000,3,3,2,2025-03-13 17:13:07.188089,2025-02-28 18:41:31.118232,52,7,3,Inactive
e1e8b1cf-0fbc-4e6a-b577-37f5c10b1706,Dean Pierce,austin24@example.net,+1-619-427-3218x0890,4,5,2,2025-01-11 01:16:28.104982,,73,6,1,Inactive
0e7ee296-a208-48d0-bf59-ed07d2265e35,Austin Mcdonald,ryan22@example.org,5209638114,2,5,1,2025-02-01 02:47:08.243226,2025-02-08 21:50:37.322450,73,4,2,Inactive
62df6d8c-7f17-421a-900e-e94d10f8c199,Daniel Watts,dawsoneric@example.com,458-284-3656x9276,0,0,0,2025-03-20 11:29:33.585309,,75,5,3,Active
1ef3d5bb-016f-4cb4-ae91-fcc782bce400,Unknown,david06@example.org,000-000-0000,3,2,0,2025-01-18 04:30:30.379256,2025-03-09 21:13:05.649559,87,7,1,Active
ed6e63e3-9b7d-448e-ab0d-7dd045dd286f,Ryan Wilson,iramirez@example.com,227.360.3377,0,2,0,2025-03-12 03:07:47.162685,2025-02-04 13:59:12.564184,87,5,3,Active
d52dac74-df3c-42c2-8aa5-777b4d198e5a,Jacob Hernandez,not_provided@example.com,977-285-2415,0,5,1,2025-02-15 12:18:25.950815,2025-02-15 08:30:21.194455,73,5,2,Inactive
e77867b5-aa35-40a2-931a-f42ef203f4fe,Tracy Silva,sheilasutton@example.net,(250)237-5651,2,1,2,2025-01-31 20:49:36.558803,2025-03-15 15:47:11.457286,84,4,1,Inactive
9b4e095d-3c67-4e45-9e08-f7d2350e32b3,Rebecca Mahoney,hrich@example.com,701-651-5078,3,1,0,2025-03-13 22:35:26.003339,,84,7,3,Active
34eb31b4-1e53-4fbd-9154-96526872b81c,Christina Willis,amy33@example.net,+1-375-323-7268x6363,4,3,0,2025-02-12 16:03:45.921303,2025-03-02 22:37:53.623000,52,6,2,Inactive
4112d781-77f3-4282-b889-d126e70ea19a,Emily Chan,daniel77@example.com,969-854-2758x21981,0,4,0,2025-01-01 20:27:56.658859,2025-01-28 02:19:50.211894,59,5,1,Inactive
e138ef15-081e-4432-97dd-f3a6003ad992,John Baker,not_provided@example.com,(899)612-9605,4,5,2,2025-01-18 23:38:49.275393,2025-02-20 11:01:38.414258,73,6,1,Inactive
c5cfed6a-9823-494d-b1ca-9c3dbe1d34e9,Melissa Wolf,ddalton@example.net,865-816-7791,0,5,1,2025-02-14 03:16:42.521848,2025-03-17 14:53:58.766283,73,5,2,Inactive
3d8a00e3-2503-4e29-bc5a-81949631edee,Elizabeth Porter,jacqueline57@example.com,+1-657-483-0805x468,3,6,1,2025-03-13 06:03:45.501836,2025-01-22 15:17:07.130866,70,7,3,Active
2d921175-2f20-4467-a7a7-0558982c9108,Amanda Cohen,not_provided@example.com,272-765-1528x520,4,6,2,2025-02-22 10:31:48.800706,2025-01-06 20:41:49.175386,70,6,2,Active
28e2ff37-123f-4ae9-a5a1-b59da481a996,Timothy Rogers,trevormoon@example.com,3986866937,3,5,1,2025-03-21 02:37:31.237378,,73,7,3,Inactive
c6cf6578-3c08-4e72-ac0f-7f3371e9ca35,Jessica Terry,ujohnson@example.net,6484520876,1,1,2,2025-03-05 06:23:06.988957,2025-01-08 02:58:40.738441,84,8,3,Active
7c337984-7d12-4270-a0c9-bbb206535909,Peter Lyons,jthomas@example.com,000-000-0000,4,4,0,2025-02-15 20:00:29.701620,2025-02-21 18:52:05.688596,59,6,2,Inactive
d4848da7-d4d2-4da2-8ff3-0aee360762bb,Amy Johnson,amanda56@example.org,+1-417-212-9924x204,0,1,0,2025-02-21 20:11:38.619041,2025-01-14 10:48:56.921866,84,5,2,Inactive
ccae7912-a27a-4209-b055-e26cd2230f06,Michael Cook,apennington@example.org,+1-212-323-5220x37701,0,6,1,2025-02-11 07:59:56.187650,2025-02-22 16:10:56.238470,70,5,2,Inactive
086dd36f-bc55-480a-b596-e430dd57703b,Unknown,xmccullough@example.net,775.670.3646x2207,2,1,1,2025-01-13 14:03:15.926286,2025-02-19 08:14:46.138690,84,4,1,Active
3d26307a-069e-4c1b-9ba4-1faa89d9fde0,Tiffany Greene,samantha73@example.org,280-816-6892,4,5,0,2025-02-04 21:02:20.090967,,73,6,2,Active
b3564212-9378-408a-b887-7fcfac8bac23,Andrew Mason,william57@example.org,(877)525-1389,0,5,2,2025-03-05 13:33:59.360988,,73,5,3,Inactive
5a651e49-5a33-4d10-b7fd-3e84758dfd0a,Joseph Rodriguez,jacksontrevor@example.net,001-406-782-5440x1008,3,5,0,2025-01-28 05:53:16.521061,2025-02-10 02:11:45.692031,73,7,1,Inactive
5ace6ff9-7928-445a-bed8-d86ae19a6092,Darren Maynard,wattsapril@example.com,(905)502-6129,3,1,0,2025-01-06 19:06:36.214088,2025-02-09 09:55:02.331636,84,7,1,Active
9d7e85bf-a8da-45a0-b048-0c5a68ce148a,John Robertson,matthew86@example.net,4387313525,4,2,2,2025-02-21 16:23:01.239048,2025-03-04 00:45:52.361487,87,6,2,Inactive
552580f8-3006-444d-b6cc-46bbd83b6d89,Rebecca Allen,not_provided@example.com,(757)614-8109x069,4,3,2,2025-01-25 05:13:10.642195,2025-02-03 11:50:38.136604,52,6,1,Inactive
e346a0c1-e206-4d04-bc3e-270636c7075c,Tony Howard,spenceralexandra@example.com,423.709.1436,3,2,0,2025-03-01 14:44:01.812934,2025-03-17 21:20:08.651424,87,7,3,Inactive
83e330ef-3ee0-471a-87a3-667deb0c0517,David Wang,brianbrown@example.org,355.492.0556x53362,4,3,1,2025-02-23 00:35:22.109817,2025-03-04 21:35:54.370392,52,6,2,Inactive
778746f6-4780-4b84-a6a0-a23dba3fbc7b,Nicole Lee,jessicadavis@example.com,489-916-0669x74356,0,1,0,2025-01-09 12:27:21.963720,,84,5,1,Inactive
a8d7ed6c-4b9c-4cdc-adfe-f421c02cbbfb,Jenna Weber,stephaniedixon@example.org,200-898-6488,3,2,1,2025-01-23 05:01:47.791293,2025-01-31 19:00:13.198070,87,7,1,Inactive
2567409f-7101-4efd-9e86-12a4af148dcf,Sarah Sampson,eddienolan@example.net,397-784-0412,2,3,2,2025-03-14 09:11:53.138283,,52,4,3,Inactive
d1135654-79ea-4c8b-8fa3-3b6d8e1b0c18,Nicole Andrade,xvelasquez@example.org,2355412013,2,5,1,2025-01-20 20:30:31.809745,2025-01-05 11:35:24.634809,73,4,1,Inactive
74dc4b57-2daf-472a-9aff-fa79bbf89880,Kelli Foster,omar63@example.net,(369)403-3231x23932,1,1,2,2025-01-08 05:42:34.134926,2025-02-23 08:07:03.074504,84,8,1,Inactive
635cdb6c-02ca-4b00-9687-98f9ab1f289b,Mrs. Shelly Bell,john64@example.com,(298)989-4837,4,6,0,2025-03-15 08:22:37.643023,2025-03-20 08:56:29.677246,70,6,3,Inactive
fe95bded-5f93-4e8b-865d-049f6a6cd550,Karla Smith,gonzalezeric@example.net,001-726-980-1783x4461,2,5,2,2025-01-30 13:26:18.048207,,73,4,1,Inactive
2e409ee9-aeb5-4bb1-b4e6-b555c84c52bc,Regina Russell,cmarsh@example.com,885-568-0751,4,3,2,2025-02-03 07:31:56.676146,2025-02-25 19:35:18.338184,52,6,2,Active
afbc5c55-3f07-4e15-9160-0b92ff8d3da1,Jasmine Haynes,not_provided@example.com,256.581.0932,3,2,0,2025-03-01 23:30:34.169351,2025-01-30 00:48:13.833642,87,7,3,Inactive
2b85c644-2e88-499d-89a8-fc52b6aff665,Courtney Nguyen,robbinssteven@example.net,000-000-0000,0,0,0,2025-02-16 04:57:12.590540,2025-01-28 16:34:59.304955,75,5,2,Inactive
d3f19b45-7d18-4af3-8cea-9940b632eb9b,Shawn West,nathaniel43@example.com,000-000-0000,1,5,0,2025-01-17 07:37:51.120563,2025-02-16 12:02:05.833337,73,8,1,Active
ba6fabf4-8fef-44eb-af74-1d9ce0451534,Scott Johnson,bellalejandro@example.org,001-774-474-5576x1498,0,5,2,2025-01-14 09:37:37.886055,2025-03-01 02:41:55.293447,73,5,1,Inactive
e2cb86df-2a65-496d-8f89-15e85fe35893,Andrew Mason,dsmith@example.net,634-335-5028x222,1,4,2,2025-02-20 21:03:30.047629,2025-01-28 10:38:43.151978,59,8,2,Active
f3d9749f-c182-48d4-bb13-f91025e205ad,Jacob Davis,ojacobs@example.org,+1-765-939-4347x8160,2,3,1,2025-01-04 15:29:32.252132,2025-01-17 17:05:08.326333,52,4,1,Inactive
af3c607f-e4b0-464a-8904-93762d7a51c1,Karla Williams,susan71@example.net,582.584.7052,4,1,0,2025-03-15 02:43:27.623563,2025-01-10 03:21:39.657612,84,6,3,Inactive
f17762e1-5e84-4b97-a05c-f3a1293f192d,Jack Jones,elizabethchaney@example.com,7977177443,1,4,1,2025-03-21 13:04:21.590252,2025-01-19 01:33:05.415671,59,8,3,Inactive
bf085f5b-3bbf-482d-a700-e40c053350eb,Stefanie Gordon,mark56@example.org,717.714.7350,1,0,0,2025-03-12 06:26:00.124737,,75,8,3,Inactive
45e427f9-5e9a-4f1c-abd8-8c151c122e87,Timothy Shah,jorge28@example.com,(917)601-0848x339,2,4,0,2025-02-10 03:26:01.720391,2025-01-15 16:53:24.236572,59,4,2,Inactive
ad79d271-2a59-484a-8946-c2107a02e888,Mary Gardner,vberg@example.net,000-000-0000,4,0,1,2025-03-18 07:31:43.861503,2025-02-14 23:46:24.580297,75,6,3,Inactive
825ab6bd-b612-44be-acc6-2f9499dab57c,Kimberly Andrews,rwong@example.org,293.956.4185,3,2,2,2025-01-04 12:18:29.268492,2025-01-19 14:48:31.264766,87,7,1,Inactive
0e2f3d48-ded1-4a12-bc68-52231caba4b9,Unknown,hendersonandrew@example.net,000-000-0000,3,6,1,2025-03-14 10:45:48.447460,2025-02-07 12:39:05.885625,70,7,3,Active
722eb01d-7e35-4e8c-9457-4a0fd682c926,Unknown,katherineschmidt@example.org,001-815-826-3021x514,4,2,2,2025-01-23 12:11:15.620175,2025-02-21 19:59:42.605550,87,6,1,Active
6e26ac0b-b5f7-4824-8578-265b969a97df,Anna Shields,ortegamartin@example.net,000-000-0000,3,4,0,2025-03-16 20:01:54.823786,2025-01-14 14:58:48.727565,59,7,3,Inactive
21c77296-91ea-49d3-80dd-cadf29f49ef3,Jessica Griffin,thomasmatthew@example.net,456.567.3131x39503,0,6,1,2025-02-08 17:43:32.789152,2025-03-08 06:44:08.926799,70,5,2,Inactive
036d1f18-04e6-42d6-96d4-350227f57db7,Joshua Browning,michelle24@example.org,001-321-807-7459,3,5,0,2025-02-17 01:01:17.104105,2025-03-17 01:51:20.538649,73,7,2,Inactive
474658b8-3e90-493a-9d3e-a0f0dd5e067c,Suzanne Perez,newmanchristopher@example.net,001-202-823-7502,4,6,2,2025-01-13 19:14:49.355321,,70,6,1,Inactive
c0b6018f-4e11-425b-9fde-d08060487526,Carolyn Gregory,not_provided@example.com,+1-494-356-0940x7903,4,5,2,2025-03-06 21:31:35.514310,2025-02-26 07:08:17.954636,73,6,3,Active
e5374f18-e8ba-43f0-8c3f-9993ddb18b12,Daniel Banks,kaylacollins@example.com,+1-883-963-7231x66209,1,2,1,2025-01-29 04:39:52.667316,,87,8,1,Inactive
72a065b6-04fe-46d5-bca7-5134cd4d1314,Barry Thompson,johnestes@example.org,(777)612-6449x96883,3,2,1,2025-01-08 08:20:08.890834,2025-03-13 17:26:20.161107,87,7,1,Inactive
1f6c90e7-f1d2-4ce7-a99d-61625dd6f90a,Andrew Medina,conraddustin@example.net,(335)601-7426x170,3,6,1,2025-01-08 03:43:26.476939,2025-01-20 18:27:06.371232,70,7,1,Inactive
9bd89bce-359c-4a57-a93a-cd1a850105ca,Daniel Holden,ncraig@example.com,000-000-0000,4,6,2,2025-01-03 21:28:29.520363,2025-03-20 16:36:52.036136,70,6,1,Active
98263ff4-11db-4844-9656-dafcbb214115,Laura Gross,ronald33@example.com,888.856.0244x712,1,1,1,2025-01-11 22:51:27.915962,2025-02-04 09:29:49.053948,84,8,1,Inactive
0bf5777a-3ff5-4e56-b574-c578e8a7b20f,Kevin Thompson,petersmith@example.com,001-644-480-1910,2,1,2,2025-02-22 20:04:37.276860,,84,4,2,Active
0167e968-3884-4b78-a8aa-5f4519922955,Kimberly Vaughn,janice80@example.org,000-000-0000,2,2,2,2025-01-16 12:53:34.528930,2025-02-15 15:42:56.934188,87,4,1,Inactive
112106c1-9ac0-4a0c-9d25-24de326df446,Benjamin Kennedy,broberts@example.org,+1-601-246-2038x6104,3,5,1,2025-02-18 23:48:26.649471,2025-03-16 05:10:04.267038,73,7,2,Inactive
163337aa-3b79-4894-ace2-62c96a30b4e3,Unknown,weaverdebra@example.org,2105301423,0,6,1,2025-02-19 02:08:22.898112,2025-03-21 12:23:56.177069,70,5,2,Inactive
3594d476-9a40-4704-86f2-6e393e706664,Megan Duran,brandi72@example.org,001-761-220-1763x28097,1,6,1,2025-02-27 17:16:29.095098,,70,8,2,Inactive
ef7704e8-9e21-4719-a7a3-52fb9f6f5cae,Devin Garcia,kevin13@example.net,899.920.8098,1,1,0,2025-02-10 11:58:03.285174,2025-02-15 04:25:51.772604,84,8,2,Inactive
dd430d20-0333-4823-b8e0-24db9aada672,Ian Medina,jacksonstephanie@example.org,6753125392,1,1,0,2025-02-12 10:54:29.986055,2025-03-12 18:46:38.020950,84,8,2,Inactive
c0c3db17-5d8f-4a54-86e5-4f2730bdcf6e,Christopher Sanchez,wswanson@example.net,001-253-997-5580x531,4,5,0,2025-01-17 02:31:52.101297,2025-03-08 14:43:00.116423,73,6,1,Inactive
afd3d202-a67d-46c5-84e5-ecfb5d1c8043,Eric Weaver,ehogan@example.org,001-723-322-7222x4338,0,3,1,2025-03-11 10:00:52.239477,,52,5,3,Inactive
0dfb3e79-a1f0-4a09-bfd4-817ce4fcd014,Vanessa Banks,jacobsmary@example.net,975.907.5687,0,6,1,2025-02-15 23:10:03.589160,2025-02-02 11:46:40.663547,70,5,2,Active
dfbb7a71-d19b-466b-8f12-f8ffe278c534,Brianna Orozco,christina76@example.net,(964)675-2757x7012,3,1,2,2025-02-21 02:54:29.676772,2025-01-27 15:15:03.971606,84,7,2,Inactive
3b02059a-4797-496d-ac12-8387b369de75,Taylor Kelly,spencersmith@example.org,000-000-0000,3,1,0,2025-03-17 03:33:32.023708,,84,7,3,Inactive
